basements,central_air,exterior_condition,fireplaces,garage_type,interior_condition,market_value,number_of_rooms,number_stories,parcel_shape,street_designation,topography,total_area,total_livable_area,type_heater,view_type,building_description,section
H,Y,4.0,0.0,A,4.0,134900.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130800.0,6.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
E,Y,4.0,0.0,A,4.0,134900.0,7.0,2.0,E,ST ,6,1600.0,1152.0,A,I,MASONRY,North
H,N,4.0,0.0,F,4.0,157700.0,6.0,2.0,E,ST ,6,2940.0,1406.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,176500.0,6.0,2.0,E,ST ,1,3541.25,1618.0,B,I,STONE,North
H,N,4.0,0.0,A,4.0,176500.0,6.0,2.0,E,ST ,1,3541.25,1618.0,B,I,STONE,North
H,N,4.0,0.0,A,4.0,176500.0,6.0,2.0,E,ST ,1,3541.25,1618.0,B,I,STONE,Central City
H,N,4.0,0.0,A,4.0,176500.0,6.0,2.0,E,ST ,1,3541.25,1618.0,B,I,STONE,North
E,N,3.0,0.0,A,3.0,209200.0,6.0,2.0,E,ST ,6,3541.25,1618.0,B,I,STONE,North
H,N,4.0,0.0,A,4.0,176500.0,6.0,2.0,E,ST ,1,3541.25,1618.0,B,I,STONE,North
D,Y,4.0,0.0,A,4.0,135900.0,6.0,2.0,E,ST ,6,1656.4,1164.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,131800.0,6.0,2.0,A,ST ,6,1656.4,1164.0,A,I,MASONRY,North
E,Y,2.0,0.0,A,2.0,180400.0,7.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,136000.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,132700.0,6.0,2.0,E,ST ,6,1656.4,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,136000.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
E,Y,2.0,0.0,A,2.0,180400.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,131900.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,136000.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,135900.0,6.0,2.0,E,ST ,6,1656.4,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,134300.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,132000.0,6.0,2.0,E,ST ,6,1670.75,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,135900.0,6.0,2.0,E,ST ,6,1656.4,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,136000.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,137700.0,6.0,2.0,E,RD ,6,1781.0,1176.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,133500.0,6.0,2.0,E,RD ,6,1779.07,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,137900.0,6.0,2.0,E,RD ,6,1796.85,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,137700.0,6.0,2.0,E,RD ,6,1777.78,1176.0,A,I,MASONRY,North
E,Y,3.0,0.0,A,3.0,153300.0,6.0,2.0,E,RD ,6,1750.57,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,137600.0,6.0,2.0,E,RD ,6,1769.56,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,137500.0,6.0,2.0,E,RD ,6,1745.73,1176.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,133500.0,6.0,2.0,E,RD ,6,1780.35,1176.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,131400.0,6.0,2.0,A,RD ,6,1730.16,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,135700.0,6.0,2.0,E,RD ,6,1751.52,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,135600.0,6.0,2.0,E,RD ,6,1741.51,1176.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,131400.0,6.0,2.0,E,RD ,6,1727.71,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,135400.0,6.0,2.0,E,RD ,6,1722.81,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,135600.0,6.0,2.0,E,RD ,6,1743.0,1176.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,192600.0,6.0,2.0,E,ST ,6,2393.24,1720.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,192500.0,6.0,2.0,E,ST ,6,2385.0,1720.0,A,I,MASONRY,North
H,Y,3.0,0.0,A,3.0,227300.0,6.0,2.0,E,ST ,6,2376.0,1720.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,192500.0,6.0,2.0,E,ST ,6,2386.56,1720.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,192600.0,6.0,2.0,E,ST ,6,2394.48,1720.0,A,I,MASONRY,North
H,Y,4.0,1.0,A,4.0,192800.0,6.0,2.0,E,ST ,6,2411.5,1720.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,192900.0,6.0,2.0,E,ST ,6,2422.1,1720.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,192900.0,6.0,2.0,E,ST ,6,2420.88,1720.0,A,I,MASONRY,North
I,Y,4.0,0.0,A,4.0,192900.0,6.0,2.0,E,ST ,6,2419.6,1720.0,B,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,192900.0,6.0,2.0,E,ST ,6,2448.6,1708.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,192900.0,6.0,2.0,E,ST ,6,2418.0,1720.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,193500.0,6.0,2.0,E,ST ,6,2483.05,1720.0,A,I,MASONRY,North
E,Y,2.0,0.0,A,2.0,244400.0,7.0,2.0,E,ST ,6,2492.16,1721.0,A,I,MASONRY,North
I,Y,4.0,0.0,A,4.0,205600.0,8.0,2.0,E,ST ,6,4089.3,1720.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,134500.0,6.0,2.0,E,ST ,6,1978.86,1172.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,138700.0,6.0,2.0,E,ST ,6,1978.86,1172.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,138700.0,6.0,2.0,E,ST ,6,1978.86,1172.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,134500.0,6.0,2.0,A,ST ,6,1978.86,1172.0,A,I,MASONRY,North
H,Y,4.0,0.0,F,4.0,136900.0,6.0,2.0,E,ST ,6,1978.86,1172.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,134400.0,6.0,2.0,E,ST ,6,1967.68,1172.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,138800.0,6.0,2.0,E,ST ,6,1990.04,1172.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,138600.0,6.0,2.0,E,ST ,6,1967.68,1172.0,A,I,MASONRY,North
H,Y,4.0,0.0,F,4.0,137000.0,6.0,2.0,E,ST ,6,1990.04,1172.0,A,I,MASONRY,North
A,Y,2.0,0.0,F,2.0,179600.0,6.0,2.0,E,ST ,6,1967.68,1172.0,A,I,MASONRY,North
G,N,5.0,0.0,A,5.0,86000.0,6.0,2.0,E,ST ,6,1990.04,1172.0,A,I,MASONRY,North
H,Y,4.0,0.0,F,4.0,136800.0,6.0,2.0,E,ST ,6,1967.68,1172.0,A,I,MASONRY,North
H,N,4.0,0.0,F,4.0,132900.0,6.0,2.0,E,ST ,6,1990.04,1172.0,A,I,MASONRY,North
H,Y,4.0,0.0,F,4.0,137300.0,6.0,2.0,E,ST ,6,2020.48,1172.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,126600.0,6.0,2.0,E,ST ,6,1533.68,1159.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,125000.0,6.0,2.0,E,ST ,6,1532.72,1159.0,A,I,MASONRY,North
G,Y,4.0,0.0,A,4.0,154600.0,7.0,2.0,A,ST ,6,2948.52,1344.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,137000.0,6.0,2.0,E,ST ,6,2402.1,1212.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,128600.0,6.0,2.0,E,ST ,6,1449.9,1208.0,A,I,MASONRY,North
E,Y,2.0,0.0,A,2.0,172500.0,7.0,2.0,E,ST ,6,1440.0,1200.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,129700.0,6.0,2.0,E,ST ,6,1440.0,1184.0,A,I,MASONRY,North
G,Y,2.0,0.0,F,2.0,170800.0,6.0,2.0,E,ST ,6,1458.0,1215.0,A,I,MASONRY,North
H,Y,4.0,0.0,F,4.0,128600.0,6.0,2.0,E,ST ,6,1449.0,1208.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,130300.0,6.0,2.0,E,ST ,6,1449.0,1208.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,126100.0,6.0,2.0,E,ST ,6,1440.0,1200.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,126100.0,6.0,2.0,E,ST ,6,1440.0,1200.0,A,I,MASONRY,North
E,Y,4.0,0.0,A,4.0,129700.0,6.0,2.0,E,ST ,6,1440.0,1184.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,126000.0,6.0,2.0,A,ST ,6,1449.0,1192.0,A,I,MASONRY,North
A,Y,4.0,0.0,A,4.0,178600.0,6.0,2.0,E,AVE,6,2457.5,1640.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,176500.0,6.0,2.0,E,AVE,6,2555.8,1640.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,176500.0,6.0,2.0,E,AVE,6,2555.8,1640.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,174200.0,6.0,2.0,E,AVE,6,2496.82,1640.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,174200.0,6.0,2.0,E,AVE,6,2496.82,1640.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,194300.0,6.0,1.0,E,AVE,6,5082.11,1746.0,A,I,MASONRY,North
D,N,4.0,0.0,0,4.0,221200.0,6.0,2.0,E,AVE,6,5082.11,2263.0,A,I,MASONRY,North
H,Y,4.0,0.0,F,4.0,141200.0,6.0,2.0,E,AVE,6,2160.0,1216.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,143000.0,6.0,2.0,E,AVE,6,2160.0,1216.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,138700.0,6.0,2.0,E,AVE,6,2160.0,1216.0,A,I,MASONRY,North
I,Y,4.0,0.0,A,4.0,143000.0,6.0,2.0,E,AVE,6,2160.0,1216.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,132400.0,6.0,2.0,E,AVE,6,2028.0,1156.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,138400.0,6.0,2.0,E,AVE,6,2040.0,1156.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,138400.0,6.0,2.0,E,AVE,6,2040.0,1156.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,138400.0,6.0,2.0,E,AVE,6,2040.0,1156.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,138400.0,6.0,2.0,E,AVE,6,2040.0,1156.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,138400.0,6.0,2.0,E,AVE,6,2040.0,1156.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,138400.0,6.0,2.0,E,AVE,6,2040.0,1156.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,138400.0,6.0,2.0,E,AVE,6,2040.0,1156.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,134200.0,6.0,2.0,E,AVE,6,2040.0,1156.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,138400.0,6.0,2.0,E,AVE,6,2040.0,1156.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,140900.0,6.0,2.0,E,AVE,6,3048.0,1156.0,A,I,MASONRY,North
J,N,4.0,0.0,A,4.0,144900.0,6.0,2.0,E,AVE,1,3060.0,1260.0,A,I,MASONRY,North
E,Y,3.0,0.0,A,3.0,134600.0,6.0,2.0,E,AVE,6,1989.36,1088.0,B,I,MASONRY,North
D,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,AVE,6,2001.64,1088.0,A,I,MASONRY,North
I,Y,4.0,0.0,A,4.0,134600.0,6.0,2.0,E,AVE,6,1989.36,1088.0,A,I,MASONRY,North
I,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,AVE,6,2001.64,1088.0,B,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,134600.0,6.0,2.0,E,AVE,6,1989.36,1088.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,134600.0,6.0,2.0,E,AVE,6,1989.36,1088.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,127400.0,6.0,2.0,E,AVE,6,1989.36,1088.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,AVE,6,2001.64,1088.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130500.0,6.0,2.0,E,AVE,6,1989.36,1088.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,AVE,6,2001.64,1088.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,134600.0,6.0,2.0,E,AVE,6,1989.36,1088.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,AVE,6,2001.64,1088.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,AVE,6,2001.64,1088.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,130100.0,6.0,2.0,E,AVE,6,2014.02,1088.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,121500.0,6.0,2.0,E,AVE,6,2004.0,1024.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,121500.0,6.0,2.0,E,AVE,6,2004.0,1024.0,A,I,MASONRY,North
D,N,4.0,0.0,F,4.0,121500.0,6.0,2.0,E,AVE,6,2004.0,1024.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121500.0,6.0,2.0,E,AVE,6,2004.0,1024.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,121500.0,6.0,2.0,E,AVE,6,2023.34,1024.0,A,I,MASONRY,North
G,N,2.0,0.0,A,2.0,158800.0,6.0,2.0,E,AVE,6,2004.0,1024.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121500.0,6.0,2.0,E,AVE,6,2004.0,1024.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121500.0,6.0,2.0,E,AVE,6,2004.0,1024.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121500.0,6.0,2.0,E,AVE,6,2004.0,1024.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,121500.0,6.0,2.0,E,AVE,6,2004.0,1024.0,A,I,MASONRY,North
I,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,AVE,6,1440.0,1088.0,A,I,MASONRY,North
A,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,AVE,6,1443.6,1088.0,B,I,MASONRY,North
D,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,AVE,6,1440.0,1088.0,A,I,MASONRY,North
A,N,3.0,0.0,A,3.0,117600.0,6.0,2.0,E,AVE,6,1440.0,1088.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,AVE,6,1440.0,1088.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,AVE,6,1447.2,1088.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,121400.0,6.0,2.0,E,AVE,6,1443.6,1088.0,A,I,MASONRY,North
A,N,2.0,0.0,F,2.0,162100.0,6.0,2.0,E,AVE,6,2193.3,1088.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,118300.0,6.0,2.0,E,AVE,6,1440.0,1088.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,118300.0,6.0,2.0,E,AVE,6,1440.0,1088.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,ST ,6,1593.0,1168.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,117600.0,6.0,2.0,E,ST ,6,1593.0,1168.0,B,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,143800.0,6.0,2.0,E,ST ,6,4911.3,1188.0,B,I,MASONRY,North
C,Y,4.0,0.0,F,4.0,125100.0,6.0,2.0,E,ST ,6,1604.7,1177.0,B,I,MASONRY,North
C,Y,4.0,0.0,A,4.0,125400.0,6.0,2.0,E,ST ,6,1611.9,1182.0,B,I,MASONRY,North
C,Y,4.0,0.0,F,4.0,123800.0,6.0,2.0,E,ST ,6,1611.9,1182.0,B,I,MASONRY,North
C,Y,4.0,0.0,A,4.0,125400.0,6.0,2.0,E,ST ,6,1611.9,1182.0,B,I,MASONRY,North
C,Y,4.0,0.0,A,4.0,125200.0,6.0,2.0,E,ST ,6,1604.7,1177.0,B,I,MASONRY,North
C,Y,4.0,0.0,A,4.0,125700.0,6.0,2.0,E,ST ,6,1620.0,1188.0,B,I,MASONRY,North
C,Y,4.0,0.0,A,4.0,125200.0,6.0,2.0,E,ST ,6,1604.7,1177.0,B,I,MASONRY,North
A,Y,2.0,1.0,A,2.0,166300.0,6.0,2.0,E,ST ,6,1611.9,1182.0,B,I,MASONRY,North
C,N,4.0,0.0,A,4.0,125100.0,6.0,2.0,E,ST ,6,1604.7,1177.0,B,I,MASONRY,North
A,N,4.0,0.0,F,4.0,125700.0,6.0,2.0,E,ST ,6,1611.9,1182.0,B,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,ST ,6,1741.5,1110.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,ST ,6,1752.25,1110.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,134800.0,6.0,2.0,E,ST ,6,1759.77,1110.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,ST ,6,1759.77,1110.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,ST ,6,1759.77,1110.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,ST ,6,1746.87,1110.0,A,I,MASONRY,North
H,Y,4.0,0.0,F,4.0,155300.0,6.0,2.0,E,ST ,6,1752.25,1526.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,134800.0,6.0,2.0,E,ST ,6,1759.77,1110.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,ST ,6,1741.5,1110.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,130600.0,6.0,2.0,E,ST ,6,1752.25,1110.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,121600.0,6.0,2.0,E,ST ,6,1741.5,1110.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,134800.0,6.0,2.0,E,ST ,6,1763.0,1110.0,A,I,MASONRY,North
G,Y,2.0,0.0,A,2.0,175500.0,6.0,2.0,E,ST ,6,1741.5,1111.0,A,I,MASONRY,North
H,Y,4.0,0.0,A,4.0,134600.0,6.0,2.0,E,ST ,6,1741.5,1110.0,A,I,MASONRY,North
H,N,4.0,0.0,A,4.0,176500.0,6.0,2.0,E,ST ,1,3541.25,1618.0,B,I,STONE,North
H,N,4.0,0.0,A,4.0,176500.0,6.0,2.0,E,ST ,1,3541.25,1618.0,B,I,STONE,North
H,N,4.0,0.0,A,4.0,176500.0,6.0,2.0,E,ST ,1,3541.25,1618.0,B,I,STONE,North
H,N,4.0,0.0,A,4.0,176600.0,6.0,2.0,E,ST ,1,3562.5,1618.0,B,I,STONE,North
H,N,4.0,0.0,A,4.0,176600.0,6.0,2.0,E,ST ,1,3572.5,1618.0,B,I,STONE,North
H,N,4.0,0.0,A,4.0,176500.0,6.0,2.0,E,ST ,1,3537.5,1618.0,B,I,STONE,North
H,N,4.0,0.0,A,4.0,176400.0,6.0,2.0,E,ST ,1,3641.25,1586.0,B,I,STONE,North
H,N,4.0,0.0,A,4.0,176000.0,6.0,2.0,E,ST ,1,3582.5,1586.0,B,I,STONE,North
H,N,4.0,0.0,A,4.0,176000.0,6.0,2.0,E,ST ,1,3582.5,1586.0,B,I,STONE,North
H,N,4.0,0.0,F,4.0,186500.0,6.0,2.0,E,ST ,6,6113.75,1628.0,B,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,135900.0,6.0,2.0,E,ST ,6,1656.4,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,136000.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,136000.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,136000.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,131700.0,6.0,2.0,E,ST ,6,1648.2,1164.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,131900.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,136000.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,131900.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,131900.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,131900.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,136000.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,131900.0,6.0,2.0,E,ST ,6,1665.62,1164.0,A,I,MASONRY,North
E,N,4.0,0.0,A,4.0,172000.0,6.0,2.0,E,ST ,6,3260.98,1474.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,137400.0,6.0,2.0,E,RD ,6,1738.02,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,135400.0,6.0,2.0,E,RD ,6,1722.6,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,137300.0,6.0,2.0,E,RD ,6,1728.06,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,137200.0,6.0,2.0,A,RD ,6,1720.0,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,137100.0,6.0,2.0,E,RD ,6,1709.8,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,A,4.0,137100.0,6.0,2.0,E,RD ,6,1709.8,1176.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,132900.0,6.0,2.0,E,RD ,6,1704.82,1176.0,A,I,MASONRY,North
D,N,4.0,0.0,A,4.0,132800.0,6.0,2.0,E,RD ,6,1698.18,1176.0,A,I,MASONRY,North
D,Y,4.0,0.0,F,4.0,134500.0,6.0,2.0,E,RD ,6,1622.4,1176.0,A,I,MASONRY,North
I,N,4.0,0.0,C,4.0,259200.0,6.0,2.0,E,RD ,6,10002.0,2250.0,A,I,STONE,North
I,N,4.0,0.0,A,4.0,194400.0,7.0,2.0,E,RD ,6,3224.91,1814.0,B,I,MASONRY,North
D,N,4.0,0.0,A,4.0,193800.0,6.0,2.0,E,RD ,6,3146.16,1814.0,A,I,MASONRY,North
C,N,4.0,0.0,A,4.0,154200.0,6.0,2.0,E,ST ,6,2072.52,1280.0,B,I,MASONRY,North East
D,N,4.0,1.0,C,4.0,202900.0,7.0,0.0,E,AVE,6,6620.5,1952.0,B,A,MASONRY+OTHER,North East
E,Y,4.0,0.0,A,4.0,177200.0,6.0,0.0,E,ST ,6,4900.14,1360.0,B,I,MASONRY,North East
D,Y,4.0,0.0,A,4.0,162500.0,6.0,0.0,E,AVE,1,4735.5,1118.0,H,I,MASONRY,North East
D,Y,4.0,0.0,A,4.0,162500.0,6.0,0.0,E,AVE,1,4735.5,1118.0,H,I,MASONRY,North East
A,Y,4.0,0.0,A,4.0,162500.0,6.0,0.0,E,AVE,1,4735.5,1118.0,B,I,MASONRY,North East
A,Y,3.0,0.0,A,3.0,151000.0,7.0,2.0,E,AVE,5,1589.6,1510.0,A,I,MASONRY,North East
F,N,4.0,0.0,A,4.0,121300.0,7.0,2.0,E,AVE,5,1589.6,1510.0,A,I,MASONRY,North East
F,N,4.0,0.0,A,4.0,120000.0,7.0,2.0,E,AVE,5,1586.4,1508.0,A,I,MASONRY,North East
F,N,4.0,0.0,A,4.0,120900.0,6.0,2.0,E,ST ,6,1884.63,1178.0,A,I,MASONRY,North East
F,Y,3.0,0.0,A,3.0,147600.0,6.0,2.0,E,ST ,6,1825.0,1368.0,A,I,MASONRY,North East
F,N,4.0,0.0,A,4.0,148600.0,6.0,2.0,E,ST ,6,1812.0,1368.0,A,I,MASONRY,North East
H,Y,4.0,0.0,A,4.0,156800.0,6.0,0.0,E,ST ,6,2795.1,1188.0,A,I,MASONRY,North East
D,Y,4.0,0.0,C,4.0,151000.0,6.0,0.0,E,ST ,6,2854.5,1204.0,B,I,MASONRY,North East
D,Y,4.0,0.0,C,4.0,151000.0,6.0,0.0,E,ST ,6,2763.2,1204.0,B,I,MASONRY,North East
D,Y,4.0,0.0,C,4.0,197400.0,7.0,0.0,E,ST ,6,5500.0,1726.0,A,I,MASONRY,North East
C,N,3.0,0.0,C,3.0,167200.0,6.0,0.0,E,ST ,6,3150.0,1350.0,B,I,MASONRY,North East
H,N,4.0,0.0,A,4.0,179500.0,6.0,0.0,E,ST ,1,3325.0,1584.0,B,I,MASONRY,North East
F,N,4.0,0.0,0,4.0,130600.0,6.0,2.0,E,ST ,6,2724.18,1344.0,A,I,MASONRY,North East
F,N,4.0,0.0,A,4.0,146100.0,6.0,2.0,E,ST ,6,1825.0,1278.0,A,I,MASONRY,North East
G,N,4.0,0.0,A,4.0,147300.0,6.0,2.0,E,ST ,6,1825.0,1278.0,A,I,MASONRY,North East
A,N,3.0,0.0,C,3.0,212600.0,6.0,0.0,E,ST ,6,5500.0,1419.0,B,I,MASONRY,North East
A,N,3.0,1.0,B,3.0,243300.0,9.0,0.0,E,ST ,6,5500.0,1620.0,B,I,MASONRY,North East
D,N,4.0,0.0,B,4.0,200300.0,6.0,0.0,E,ST ,6,5280.0,1664.0,B,I,MASONRY,North East
C,Y,3.0,0.0,0,3.0,184000.0,7.0,0.0,A,ST ,6,5375.0,1500.0,A,I,FRAME,North East
F,Y,4.0,0.0,A,4.0,164700.0,6.0,0.0,E,ST ,6,3234.67,1200.0,A,I,MASONRY,North East
F,N,4.0,0.0,A,4.0,179500.0,6.0,0.0,E,ST ,1,3325.0,1584.0,B,I,MASONRY,North East
